source_name,source_group,study_area,source_url,data_or_product_type,candidate_role,access_route,license_status,geometry_status,redistribution_status,can_use_for_validation,can_use_for_ml_labels,download_action,repo_storage,processing_scope,confidence_class,blocker,next_action,retrieved_at_utc
Sentinel Asia Northern Thailand 2024 product - AIT-VAP001-TH.jpg,sentinel_asia_product,Chiang Rai / Mae Sai 2024,https://sentinel-asia.org/EO/2024/article20240910TH/AIT/AIT-VAP001-TH.jpg,map_or_quicklook_jpg,public map or imagery quicklook evidence,public direct link from Sentinel Asia event page,public_page_terms_need_product_level_review,map_report_or_quicklook_no_machine_geometry,unresolved_product_level,no_map_level_context_only,not_cleared_for_ml_labels,do not download into Git; inspect externally only if product terms allow,metadata_csv_only_no_product_zip_or_image_assets,event_product_link_inventory_only,low,"product-level license, geometry, and redistribution terms need review","if selected, download outside Git, record checksum, inspect geometry/license, then update gates",2026-07-08T05:47:16Z
Sentinel Asia Northern Thailand 2024 product - AIT-VAP001-TH_sml.jpg,sentinel_asia_product,Chiang Rai / Mae Sai 2024,https://sentinel-asia.org/EO/2024/article20240910TH/AIT/AIT-VAP001-TH_sml.jpg,map_or_quicklook_jpg,public map or imagery quicklook evidence,public direct link from Sentinel Asia event page,public_page_terms_need_product_level_review,map_report_or_quicklook_no_machine_geometry,unresolved_product_level,no_map_level_context_only,not_cleared_for_ml_labels,do not download into Git; inspect externally only if product terms allow,metadata_csv_only_no_product_zip_or_image_assets,event_product_link_inventory_only,low,"product-level license, geometry, and redistribution terms need review","if selected, download outside Git, record checksum, inspect geometry/license, then update gates",2026-07-08T05:47:16Z
Sentinel Asia Northern Thailand 2024 product - AIT-VAP001-TH.zip,sentinel_asia_product,Chiang Rai / Mae Sai 2024,https://sentinel-asia.org/EO/2024/article20240910TH/AIT/AIT-VAP001-TH.zip,gis_zip,possible public GIS geometry candidate,public direct link from Sentinel Asia event page,public_page_terms_need_product_level_review,possible_geometry_needs_download_outside_git_and_inspection,unresolved_product_level,possible_after_geometry_and_license_review,not_cleared_for_ml_labels,do not download into Git; inspect externally only if product terms allow,metadata_csv_only_no_product_zip_or_image_assets,event_product_link_inventory_only,medium,"product-level license, geometry, and redistribution terms need review","if selected, download outside Git, record checksum, inspect geometry/license, then update gates",2026-07-08T05:47:16Z
Sentinel Asia Northern Thailand 2024 product - AIT-VAP002-TH.jpg,sentinel_asia_product,Chiang Rai / Mae Sai 2024,https://sentinel-asia.org/EO/2024/article20240910TH/AIT/AIT-VAP002-TH.jpg,map_or_quicklook_jpg,public map or imagery quicklook evidence,public direct link from Sentinel Asia event page,public_page_terms_need_product_level_review,map_report_or_quicklook_no_machine_geometry,unresolved_product_level,no_map_level_context_only,not_cleared_for_ml_labels,do not download into Git; inspect externally only if product terms allow,metadata_csv_only_no_product_zip_or_image_assets,event_product_link_inventory_only,low,"product-level license, geometry, and redistribution terms need review","if selected, download outside Git, record checksum, inspect geometry/license, then update gates",2026-07-08T05:47:16Z
Sentinel Asia Northern Thailand 2024 product - AIT-VAP002-TH_sml.jpg,sentinel_asia_product,Chiang Rai / Mae Sai 2024,https://sentinel-asia.org/EO/2024/article20240910TH/AIT/AIT-VAP002-TH_sml.jpg,map_or_quicklook_jpg,public map or imagery quicklook evidence,public direct link from Sentinel Asia event page,public_page_terms_need_product_level_review,map_report_or_quicklook_no_machine_geometry,unresolved_product_level,no_map_level_context_only,not_cleared_for_ml_labels,do not download into Git; inspect externally only if product terms allow,metadata_csv_only_no_product_zip_or_image_assets,event_product_link_inventory_only,low,"product-level license, geometry, and redistribution terms need review","if selected, download outside Git, record checksum, inspect geometry/license, then update gates",2026-07-08T05:47:16Z
Sentinel Asia Northern Thailand 2024 product - AIT-VAP002-TH.zip,sentinel_asia_product,Chiang Rai / Mae Sai 2024,https://sentinel-asia.org/EO/2024/article20240910TH/AIT/AIT-VAP002-TH.zip,gis_zip,possible public GIS geometry candidate,public direct link from Sentinel Asia event page,public_page_terms_need_product_level_review,possible_geometry_needs_download_outside_git_and_inspection,unresolved_product_level,possible_after_geometry_and_license_review,not_cleared_for_ml_labels,do not download into Git; inspect externally only if product terms allow,metadata_csv_only_no_product_zip_or_image_assets,event_product_link_inventory_only,medium,"product-level license, geometry, and redistribution terms need review","if selected, download outside Git, record checksum, inspect geometry/license, then update gates",2026-07-08T05:47:16Z
Sentinel Asia Northern Thailand 2024 product - AIT-VAP003-TH.jpg,sentinel_asia_product,Chiang Rai / Mae Sai 2024,https://sentinel-asia.org/EO/2024/article20240910TH/AIT/AIT-VAP003-TH.jpg,map_or_quicklook_jpg,public map or imagery quicklook evidence,public direct link from Sentinel Asia event page,public_page_terms_need_product_level_review,map_report_or_quicklook_no_machine_geometry,unresolved_product_level,no_map_level_context_only,not_cleared_for_ml_labels,do not download into Git; inspect externally only if product terms allow,metadata_csv_only_no_product_zip_or_image_assets,event_product_link_inventory_only,low,"product-level license, geometry, and redistribution terms need review","if selected, download outside Git, record checksum, inspect geometry/license, then update gates",2026-07-08T05:47:16Z
Sentinel Asia Northern Thailand 2024 product - AIT-VAP003-TH_sml.jpg,sentinel_asia_product,Chiang Rai / Mae Sai 2024,https://sentinel-asia.org/EO/2024/article20240910TH/AIT/AIT-VAP003-TH_sml.jpg,map_or_quicklook_jpg,public map or imagery quicklook evidence,public direct link from Sentinel Asia event page,public_page_terms_need_product_level_review,map_report_or_quicklook_no_machine_geometry,unresolved_product_level,no_map_level_context_only,not_cleared_for_ml_labels,do not download into Git; inspect externally only if product terms allow,metadata_csv_only_no_product_zip_or_image_assets,event_product_link_inventory_only,low,"product-level license, geometry, and redistribution terms need review","if selected, download outside Git, record checksum, inspect geometry/license, then update gates",2026-07-08T05:47:16Z
Sentinel Asia Northern Thailand 2024 product - AIT-VAP003-TH.zip,sentinel_asia_product,Chiang Rai / Mae Sai 2024,https://sentinel-asia.org/EO/2024/article20240910TH/AIT/AIT-VAP003-TH.zip,gis_zip,possible public GIS geometry candidate,public direct link from Sentinel Asia event page,public_page_terms_need_product_level_review,possible_geometry_needs_download_outside_git_and_inspection,unresolved_product_level,possible_after_geometry_and_license_review,not_cleared_for_ml_labels,do not download into Git; inspect externally only if product terms allow,metadata_csv_only_no_product_zip_or_image_assets,event_product_link_inventory_only,medium,"product-level license, geometry, and redistribution terms need review","if selected, download outside Git, record checksum, inspect geometry/license, then update gates",2026-07-08T05:47:16Z
Sentinel Asia Northern Thailand 2024 product - MBRSC_THAILAND_FLOOD-MAP.jpg,sentinel_asia_product,Chiang Rai / Mae Sai 2024,https://sentinel-asia.org/EO/2024/article20240910TH/MBRSC/MBRSC_THAILAND_FLOOD-MAP.jpg,map_or_quicklook_jpg,public map or imagery quicklook evidence,public direct link from Sentinel Asia event page,public_page_terms_need_product_level_review,map_report_or_quicklook_no_machine_geometry,unresolved_product_level,no_map_level_context_only,not_cleared_for_ml_labels,do not download into Git; inspect externally only if product terms allow,metadata_csv_only_no_product_zip_or_image_assets,event_product_link_inventory_only,low,"product-level license, geometry, and redistribution terms need review","if selected, download outside Git, record checksum, inspect geometry/license, then update gates",2026-07-08T05:47:16Z
Sentinel Asia Northern Thailand 2024 product - MBRSC_THAILAND_FLOOD-MAP_sml.jpg,sentinel_asia_product,Chiang Rai / Mae Sai 2024,https://sentinel-asia.org/EO/2024/article20240910TH/MBRSC/MBRSC_THAILAND_FLOOD-MAP_sml.jpg,map_or_quicklook_jpg,public map or imagery quicklook evidence,public direct link from Sentinel Asia event page,public_page_terms_need_product_level_review,map_report_or_quicklook_no_machine_geometry,unresolved_product_level,no_map_level_context_only,not_cleared_for_ml_labels,do not download into Git; inspect externally only if product terms allow,metadata_csv_only_no_product_zip_or_image_assets,event_product_link_inventory_only,low,"product-level license, geometry, and redistribution terms need review","if selected, download outside Git, record checksum, inspect geometry/license, then update gates",2026-07-08T05:47:16Z
Sentinel Asia Northern Thailand 2024 product - MBRSC_THAILAND_FLOOD-MAP-SHP.zip,sentinel_asia_product,Chiang Rai / Mae Sai 2024,https://sentinel-asia.org/EO/2024/article20240910TH/MBRSC/MBRSC_THAILAND_FLOOD-MAP-SHP.zip,shapefile_zip,possible public flood geometry candidate,public direct link from Sentinel Asia event page,public_page_terms_need_product_level_review,possible_geometry_needs_download_outside_git_and_inspection,unresolved_product_level,possible_after_geometry_and_license_review,not_cleared_for_ml_labels,do not download into Git; inspect externally only if product terms allow,metadata_csv_only_no_product_zip_or_image_assets,event_product_link_inventory_only,medium,"product-level license, geometry, and redistribution terms need review","if selected, download outside Git, record checksum, inspect geometry/license, then update gates",2026-07-08T05:47:16Z
